;Player_Name;Transcription_Text
0;SAM;"-- about the company itself who so kindly sponsors us and about their founder, one Ebenezer Lootacrata. Born on a silk-worm farm in Budapest in 1919, Ebenezer Lootacrata was a unique child. His siblings-- Claudrica, Piterca, Dominocos, and Bob-- would always play checkers, but Ebenezer was fascinated by the box they came in. In fact, he was obsessed with boxes.|Did he wear briefs? No, boxers. He traded in his backpack for a backbox. He wouldn't eat jelly from jars. He scooped it out of a large pine jelly box.|Dick-in-a-box? He invented that in 1930.|And in 1937 he packed up everything that was special to him-- one shirt, one sticker, one comic book, and one toy-- placed them in a crate and set off for college. One day later, he was expelled from college because he did not own pants.|But he had a vision! A revolutionary idea! Before, people had boxes and people had cool stuff, but he dared to put the cool stuff inside the boxes! He named his company ""Lootacrata"".|In America we bastardize it as Loot Crate, but history has never been the same."
1;MATT;Thank you, Sam. Very informative.
2;SAM;"And you guys should know that you should go to lootcrate.com/criticalrole. Promo code this week, to celebrate the arrival of Taryon Darrington to Critical Role, please use code ""Tary"", that's T-A-R-Y, for 10% off your first month's order. We at Loot Crate welcome Taryon Darrington and look forward to his adventures.|He totally isn't the worst. Definitely not the worst character to ever appear on Critical Role.|Actually, we've changed our mind.|Please use the code ""criticalrole"".|(all laugh)"
3;TRAVIS;"Do you know how many people are going to go to their website and enter in ""Taryon"".|They're like ""What the fuck!?"" ""Code not received."""
4;MARISHA;It's an ARG, I know it!
5;MATT;Exactly.
6;TALIESIN;It's perfect. They'll enter 'Tary' and be disappointed.
7;MATT;Tary's the new Sombra.|(all laugh)
8;MARISHA;My subscription went up three dollars? Aw.|(all laugh)
9;MATT;Hey, at least it's in character.
10;MARISHA;Worse.
11;MATT;Thank you, Sam. Appreciate it. All righty, so, a number of us, if the weather is with us-- as a giant storm apparently just blew into the west coast-- are intending to fly out tomorrow to Anime Milwaukee. So it'll be me and Marisha--
12;TRAVIS;Wisconsin!
13;MATT;Yes!
14;MARISHA;It's gonna be cold.
15;MATT;It's gonna be cold. With Travis, Laura, myself, and Marisha will be out there along with a bunch of other awesome guests, so hopefully we'll see you guys there very soon. Also, as far as the merch goes, apparently we're out of dice! Right? We're out of dice. Dice are gone.
16;LAURA;We even ordered a lot this time, but we're out.
17;SAM;But what will the people do? What will they roll?
18;LAURA;Well, maybe they'll roll something extra special later. I don't know.
19;TALIESIN;(laughs)
20;MATT;You speak like you know what you're talking about.
21;TRAVIS;What a tease. What a tease.
22;SAM;You have no idea.
23;LAURA;We do still have bracelets. We do still have pins. We do still have a few socks left.|We still have shirts!
