;Player_Name;Transcription_Text
0;MATT;Hello everyone and welcome to Critical Role: an online show on Twitch where a bunch of us nerdy-ass voice actors roll dice and play Dungeons and Dragons.
1;MATT;My name is Matthew Mercer.
2;MATT;I'm the Dungeon Master.
3;MATT;For returning fans, welcome, and for new folks, prepare.
4;MATT;A couple of fun things to announce: first things first, unfortunately we are down a Percy this evening.
5;MATT;Our buddy Taliesin picked up a con plague in Alaska this past weekend.
6;MATT;He had a great time, but came back very ill and has been trying to get better, and is unable to make the game tonight.
7;MATT;Which makes the current storyline a little interesting, but we'll work it out.
8;MATT;It's fine.
9;MATT;No Mercy Percy is going to have some business he's attending to.
10;MATT;Thank the Critters for that.
11;MATT;That's an awesome hashtag!
12;MATT;So Taliesin, I hope you feel better.
13;MATT;We miss you.
14;MATT;Next week we continue that arc.
15;MATT;Let's see, first and foremost, still every 100 subs we get on the channel we have a giveaway to someone who's active in the chatroom.
16;MATT;The winner of that giveaway gets a signed picture of the cast of Critical Role, as well as a signed poster by our amazing artist Kit Buss, who was with us for our last session.
17;MATT;Those are both given away to whoever wins that, so keep those subs going.
18;MATT;Also, there is currently going around a hashtag: No Shave 'Til 10k.
19;MATT;A number of people on the stream are a part of that.
20;MATT;All sexes can compete and be a part of this, too.
21;MATT;No Shave 'Til 10k.
22;MATT;If you want to be a part of that, go ahead and tweet that out.
23;MATT;Get that hashtag going and I'll see if I can convince Marisha to let me do that.
24;MATT;We'll see.
25;MATT;At the very least, for my Halloween costume.
26;MATT;All right, so other cool things to talk about: all of tonight's donations are going towards the Extra Life charity.
27;MATT;The Extra Life charity is a drive that's part of the Children's Miracle Network Hospitals.
28;MATT;A lot of great people in the community have been supporting this and we're supporting that tonight.
29;MATT;So any donations tonight will go to Extra Life.
30;MATT;Also over the next two days, we will also be streaming here at Geek and Sundry doing a lot of other charity events for the Extra Life charity drive, including a small DND game-- some of us-- on Saturday evening with the Vox Moronica crew.
31;MATT;So that should be fun.
32;MATT;Come check that out!
33;MATT;Oh, Dungeons and Dragons, the official Wizards of the Coast folks are also doing their Extra Life stream over the next 48 hours.
34;MATT;They're just going to be doing live DND streams as well.
35;MATT;So starting tomorrow at noon through Sunday at noon, just constant DND on the Wizards of the Coast stream as well.
36;MATT;And all of that is going to be raising money for Extra Life.
37;MATT;So you'll have a lot of things to keep you busy this weekend essentially.
38;MATT;So there's that.
39;MATT;Also, we have New York Comic Con coming up in just a couple of weeks.
40;MATT;Excited about that, for all you guys.
41;MATT;We have panels on Saturday.
42;MATT;Do we have times for those yet?
43;LIAM;Between 1:00 and 4:00 is when we're doing stuff.
44;MATT;Yeah, between 1:00 and 4:00.
45;MATT;We have about an hour panel in there somewhere and then probably two hours of signings at the event on Saturday.
46;MATT;So 1:00 and 4:00!
47;MATT;Leave that period of time open.
48;MATT;Hang out.
49;MARISHA;We'll have prints!
50;MATT;Exactly!
51;MATT;And then on Sunday, outside of the convention, because we know a lot of the badges were snatched up before this announcement even happened and a lot of the Critters aren't able to make it to the actual con.
52;MATT;On Sunday, we're looking around midday.
53;MATT;We don't have a time or location determined yet, but that will be up on Twitter soon.
54;MATT;It's going to happen.
55;MATT;We're going to have an offsite Critter meetup.
56;MATT;Where we're going to all be able to be there, hang out with you guys and catch up, sign stuff, say hi, and have a good time.
57;MATT;So watch Twitter.
58;MATT;If you don't follow us on Twitter, do it, because we'll have those announcements coming up very soon.
59;MATT;So excited about that.
60;MATT;Liam, you wanted to announce--
61;LIAM;Yes!
62;LIAM;This is the final chance for y'all to jump on Joe Madureira's Kickstarter, Battle Chasers: Nightwar.
63;LIAM;They have absolutely killed their Kickstarter.
64;LIAM;They hit their goal, their initial goal about two or three days in, and they have been hitting every single stretch goal they've had.
65;LIAM;They've got one last mystery stretch goal left to hit.
66;LIAM;So it's a good time to get in and just get them to the very tippy, tippy top of their campaign, which is about to end.
67;LIAM;If you guys don't know, really quick, because I've been talking about it for two weeks: Joe Madureira, amazing comic book legend, has drawn everything.
68;LIAM;It looks like nobody else's and has a good history in game dev as well.
69;LIAM;Created Darksiders with his company, Vigil Games, that he helped found.
70;LIAM;And now he has founded Airship Syndicate, and they're making an RPG in the style of JRPGs that you've loved in your lives.
71;LIAM;But also with Joe's ridonkulous art style.
72;LIAM;So go get on it.
73;MATT;Yeah!
74;MATT;Thank you, Liam.
75;MATT;Orion, you wanted to say something real fast as well.
76;ORION;Yes.
77;ORION;Greetings and salutations, everyone!
78;ORION;Last week when Kit was here-- Hi Kit, we miss you!
79;ORION;We went to It's a Wrap over in Burbank, California.
80;ORION;Me and Liam and Laura and Marisha and Kit and her hubby.
81;ORION;We were there and saw this robe, and I think Marisha and Laura were like, try it on, and I was like, okay.
82;ORION;And I tried it on and was like, oh my god, it was made for me.
83;MATT;The Tiberius robe you always knew-- or didn't know you wanted.
84;ORION;Yeah, totally, I was like, oh my god, and Liam tweeted a picture about it, and then I was streaming on my stream on Twitch and somebody mentioned the robe.
85;ORION;And Michael Bauman-- thank you again, I'm going to thank you on Critical Role for-- he donated $400, which was the cost of the robe, and then he just wrote in the chat, this is for the robe, so I'm wearing the robe.
86;LAURA;That's awesome!
87;ORION;Thank you very much.
88;ORION;Thank you so much you guys and all you guys who pitched in and stuff.
89;ORION;Thank you.
90;MATT;We'll find many cool excuses to have that robe be displayed and utilized in many ways.
91;MATT;I'm pretty sure he hasn't taken it off since he got it.
92;LAURA;Yeah, it smells really bad, you guys.
93;MATT;Awesome!
94;MATT;Anybody else have any other announcements before we get this party started?
95;TRAVIS;I like cheese.
96;MATT;Travis likes cheese, ladies and gentlemen.
97;LAURA;That's a good announcement.
98;MATT;I think so.
99;MATT;It was very informative.
100;MATT;Thank you, Travis.
101;MATT;All right, then.
102;MATT;Without further ado, let's go ahead and cut to the intro and then we'll jump right into the next episode of Critical Role.
103;MATT;[dramatic music] Welcome back!
104;MATT;So picking up after the events of last week, to give you guys a little bit of a refresher.
105;MATT;After the party had returned from their journey into Vasselheim for quite a few weeks, they discovered upon returning that the illustrious Briarwoods, current owners of Castle Whitestone and overseers of the entire city of Whitestone and sticking point in Percy's background, were coming to Emon to meet for essentially a political banquet with Sovereign Uriel Tal'Dorei to discuss construction of a bridge.
106;MATT;It was a very political endeavor.
107;MATT;And the council of Tal'Dorei was invited, including Vox Machina.
108;MATT;There was a week of preparation in going into this event to see exactly what the Briarwoods were about.
109;MATT;Information was gathered at this banquet.
110;MATT;Vax went on his own little adventure into the Briarwoods' room, in which they nearly killed him.
111;MATT;(chuckles)
112;LIAM;Hey, everybody!
113;MATT;I didn't notice the shirt until now.
114;MATT;So yeah, the party rushed out to his aid.
115;MATT;Much violence ensued.
116;MATT;The Briarwoods eventually escaped through some sort of magical means that was not uncovered.
117;MATT;However, they are no longer in the picture.
118;MATT;The party was left with a destroyed carriage, a young carriage driver who had his hand shot off by Percy, and was then told to the guards to haul off and bring to their keep to throw into their cell for further questioning.
119;MATT;Uriel was eventually drawn out and confused by the sudden chaos and vehemently requested that Vox Machina return the next morning to go over what has transpired.
120;MATT;After which, the party during this event had encountered a tiefling by the name of Lillith, who was masquerading as one of the servants within the palace of Tal'Dorei.
121;MATT;Aided them in the battle and revealed that she was being hunted by her sisters in a distant land and revealing herself here essentially opened up her physical presence to be pinpointed and then immediately sought and hunted by whoever was after her.
122;MATT;The party then brought her back to the keep.
123;MATT;They were on the way back before they were encountered by this bounty hunter and a small team of individuals that were coming with him to seek down, capture Lillith, and bring her back to her sisters.
124;MATT;The party then defended her in this circumstance, brutally murdering one of them.
125;MATT;Sorry, brutally murdering two of them.
126;MATT;One of which was then raised and sent off as a present to the sisters by Lillith.
127;MATT;One was salvaged, not given an honorable death, and sent to find his way somewhere northwest of Emon.
128;MATT;Possibly towards Vasselheim or wherever else he may find his adventure.
129;MATT;They then gave Lillith the opportunity to come stay the night to rest in the keep and they all made their way back to Greyskull Keep for the evening.
130;MATT;And that was where we left off.
131;MATT;So as the evening progresses you all manage to get your rest and gather your thoughts over the rather stressful experience you had the previous evening within the palace.
132;MATT;The next morning comes around.
133;MATT;You all come to consciousness.
134;MATT;Breakfast is prepared by the servants of the keep.
135;MATT;As you all wake up, start getting your meals and gathering what you want to do for the day, two individuals have not come down for their meal.
136;MATT;Lillith and Percy.
137;ORION;Good morning, everyone!
138;SAM;Not everyone.
139;SAM;We're missing two.
140;SAM;A male and a female.
141;LAURA;Oh.
142;LAURA;No.
143;TRAVIS;You don't think?
144;LAURA;Percy was upset.
145;SAM;Maybe he needed some comforting.
146;ORION;Oh, I see.
147;ORION;Are you saying they're having relations?
148;SAM;I'm not saying that.
149;LAURA;Perhaps we should check on them?
150;TRAVIS;We should totally check on them!
151;SAM;Okay, but if there's a sock or a gun on the doorknob, don't go in.
152;LAURA;Or a ribbon.
153;LAURA;She wore a ribbon.
154;ORION;Well, I was thinking last night, Grog, that we're probably going to be here for a little bit before going anywhere.
155;ORION;Do we go anywhere?
156;LAURA;We have to go see Uriel.
157;ORION;Who?
158;ORION;Oh.
159;ORION;Right!
160;ORION;Yes!
161;ORION;Also, I really want to see Allura.
162;ORION;For no particular-- actually for very specific reasons.
163;ORION;Yes.
164;TRAVIS;I think he's lying.
165;ORION;One of them is: I want to pick up one of the Earrings of Telecommunication.
166;ORION;It has been finished for quite some time.
167;ORION;We just have to go to where she resides to pick it up.
168;ORION;Then one of us could have another one.
169;LIAM;That robe just takes it to a whole new level!
170;LAURA;Yeah, it really does.
171;ORION;I feel so good.
172;LIAM;I'm somewhat entranced.
173;ORION;I'm telling you, it's helping, too.
174;TRAVIS;Do I feel a little tingle from my belt?
175;TRAVIS;And can I roll for a beard check?
176;SAM;Oh, beard check?
177;TRAVIS;Six.
178;TRAVIS;Two.
179;MATT;You wake up, realizing that the morning has transpired.
180;MATT;You reach up and grab.
181;MATT;And what you guys notice as he comes up is there is a dark charcoal smear across one side of his face where facial hair would once be, to match the other side that is currently beautiful quaff and shining in the dapples of morning light that come through the keep window.
182;TRAVIS;You know the remedy for it, you just turn your face in the looking glass.
183;LAURA;Yeah, from this angle you look amazing Grog.
184;TRAVIS;My god, I'm so handsome.
185;TRAVIS;Right?
186;TRAVIS;And then just horror.
187;TRAVIS;Sheer horror.
188;ORION;(poof) A little dust and fix that for him.
189;LAURA;Oh, so it looks normal again?
190;LAURA;I like it!
191;LAURA;Yeah.
192;LAURA;Beautiful.
193;LAURA;Don't touch it.
194;MATT;The color's a little off, but it looks better than not having it.
195;MARISHA;In my head you're like those Mr. Wooly magnetic toys when you're a kid.
196;TRAVIS;I would shave it and get it even, but let's be honest, given history, it's going to take care of itself soon enough.
197;TRAVIS;These things don't live very long.
198;LAURA;I'm going to go upstairs and see if our guest, Lillith, is all right.
199;LAURA;I don't want to disturb Percy just yet.
200;MATT;All right.
201;MATT;You head to the guest room.
202;MATT;You have one guest room upstairs that was among the rest of the rooms that you guys had constructed.
203;TRAVIS;(singing) They're going to be getting it on!
204;MATT;You knock on the door.
205;MATT;A moment passes.
206;MATT;No response.
207;LAURA;Lillith?
208;LAURA;Are you with Percy?
209;LAURA;Lillith?
210;MATT;You knock a second time and the door (creaks) opens a little bit.
211;MATT;It has not really been locked or closed.
212;LAURA;I peek my head in.
213;MATT;You peek in and look.
214;TRAVIS;Did you check for traps?
215;MATT;Roll a-- no, I'm kidding.
216;MATT;(laughter)
217;LAURA;Damn it!
218;MATT;Already off!
219;MATT;No.
220;MATT;As you peek into the room, the lights are dimmed.
221;MATT;What little bit of candles are in there are already down.
222;MATT;Glancing in, the sheets are clean and set, the bed's been made, and there is a small piece of parchment that is folded on the edge of the bed.
223;LAURA;Go and read it.
224;MATT;Read it?
225;MATT;It reads, Vox Machina, thank you all for your hospitality and protection through this past evening.
226;MATT;I would stay, but the longer I remain, the more danger I am in, and as such, put all of you in as well.
227;MATT;I shall travel across the Ozmit Sea to seek the guidance of my cousin Zahra, in hopes of finally getting out from under my sisters' baneful gaze.
228;MATT;Nevertheless, I wish you all the finest of journeys, and I hope we meet again soon.
229;MATT;Lillith.
230;LAURA;She's so cute.
231;MARISHA;I liked her bow.
232;MARISHA;It was cute.
233;LAURA;I tell everyone that she's gone.
234;LAURA;Gone.
235;TRAVIS;No, she's in Percy's room!
236;TRAVIS;Scanlan, let's go see if he's banging!
237;SAM;All right, let's go!
238;SAM;(laughter)
239;MATT;You run up and Percy's room is-- the door is already partially ajar.
240;TRAVIS;(boom)
241;MATT;It bursts open.
242;MATT;(wham) Slams on the side of the door, looking in the room.
243;MATT;He's not there, is the first thing you notice.
244;MATT;However, what you do see are a series of different books of sketches and designs and half-concocted blueprints for different things are crumpled and torn across the room.
245;MATT;The bedsheets are thrown off the bed.
246;MATT;It looks like the room has been continuously tossed through some sort of frenzied action, either seeking something or just out of emotional frustration.
247;MATT;This room is left in far more disarray than you're used to seeing true to Percy's character.
248;SAM;My god, Grog.
249;SAM;Percy's a hoarder.
250;TRAVIS;Right.
251;SAM;Or he's in serious distress.
252;TRAVIS;I think it's the previous.
253;SAM;The hoarder?
254;TRAVIS;Yeah.
255;TRAVIS;Probably.
256;SAM;We must find him, don't you think?
257;SAM;Our friend's in trouble.
258;SAM;I proceed down to his tinkering lab.
259;SAM;Doesn't he have some sort of lab downstairs?
260;TRAVIS;My room's like shit, and I'm not in trouble.
261;SAM;Well, that goes with your character.
262;MATT;Yeah.
263;MATT;You head down to the basement area, and to the right is the cell, to the left is the workshop.
264;MATT;The workshop door is currently closed.
265;MATT;There is a small slider eye vent where you can peek through.
266;SAM;Can I reach the eye vent?
267;MATT;You can if you leap hard enough and catch it on the edge.
268;TRAVIS;I boost him up.
269;MATT;Okay.
270;MATT;Looking inside, you can see, the forge is aglow.
271;MATT;You hear the tangs of metal being hammered against the anvil, and you can see the form of Percy framed against the backlighting of the forge.
272;MATT;He's feverishly working away on some sort of project.
273;TRAVIS;Is he naked?
274;SAM;No, he's working too hard.
275;SAM;Maybe we should just leave him be.
276;SAM;Seems focused, driven, like a madman.
277;TRAVIS;Oh.
278;TRAVIS;I get it.
279;TRAVIS;Like a madman?
280;SAM;I don't think you do.
281;MATT;At which point a voice rings out from across the room: Percy unmoving, still continuing his work, shouts over his shoulder, Please, leave me be.
282;MATT;I have a lot to think about right now.
283;SAM;Would you like a meal brought down?
284;MATT;I'm fine.
285;MATT;Thank you.
286;MATT;Really.
287;MATT;I need some time.
288;SAM;All right.
289;SAM;If you're making things, a little ladder for the little perch here might be nice.
290;SAM;Just in the future!
291;SAM;But not now.
292;SAM;That seems low priority.
293;MATT;He stops his banging, walks over and scribbles something on a paper, then goes back to banging.
294;MATT;Noted.
295;MATT;(clanging)
296;TRAVIS;I drop Scanlan and I lean in and I go, beware the water!
297;TRAVIS;It burns!
298;MATT;Yes.
299;MATT;Yes, it does, Grog.
300;MATT;Good boy.
301;SAM;All right.
302;SAM;So we go back up.
303;SAM;Tell the fellows, Percy's in a mood.
304;SAM;He's creating right now.
305;SAM;I think we should just leave him be.
306;LAURA;Understandable.
307;LIAM;Let him get it out of his system.
308;MARISHA;I'm really worried about him.
309;SAM;Yes.
310;ORION;Matthew?
311;ORION;Rolling-- 12.
312;ORION;I'm just trying to teach my pet something but I rolled a 12.
313;MATT;For?
314;ORION;Oh, I want it to follow.
315;ORION;To follow.
316;MATT;To follow.
317;MATT;Okay.
318;MATT;You gather, based on the recent intensity of trying to teach things to Lockheed over the past week.
319;MATT;You succeed in a few.
320;MATT;There is a bit of balking frustration that perhaps you've overstepped a little bit, and Lockheed feels maybe there's less of a friendship here more than a real master-servant relationship, at least in this moment, and does not seem to be receptive to your attempt.
321;ORION;He's in a mood, also.
322;ORION;Why is everybody in a mood today?
323;SAM;I know.
324;SAM;Percy's hate-smelting downstairs.
325;LAURA;Percy has good reason to hate-smelt.
326;LAURA;He seems rather disturbed that the Briarwoods got away.
327;SAM;Yes.
328;SAM;I feel responsible.
329;SAM;\MARISHA: Out of curiosity, did anyone else hear him-- did anyone else just happen to hear what he said in that fight last night?
330;LAURA;I was a little bit preoccupied by watching him shoot a servant boy over and over and over again.
331;MARISHA;It was after that, actually.
332;LAURA;What did he say?
333;MARISHA;Never mind.
334;SAM;What?
335;SAM;No, spit it out.
336;SAM;What did he say?
337;SAM;It seems important.
338;MARISHA;It's hard to say.
339;MARISHA;You know Percy.
340;MARISHA;I don't know where he gets these lines.
341;SAM;Is it fuck?
342;SAM;Is it shit?
343;TRAVIS;Cock!
344;TRAVIS;Bulls!
345;TRAVIS;Dong!
346;TRAVIS;Wang!
347;LIAM;Steampunk!
348;MARISHA;Jeez.
349;MARISHA;Okay.
350;TRAVIS;Donkey wang!
351;MARISHA;This is getting really off subject.
352;ORION;I'm going to go down to my laboratory.
353;LAURA;What did he say?
354;MARISHA;It was when he was screaming the cluster of things as he was shooting that mercenary in the face, and he said, What are you doing?
355;MARISHA;You have no reason to be here.
356;MARISHA;Your soul is now forfeit.
357;MARISHA;Really, that last part is the most important one.
358;MARISHA;The first stuff is fairly average.
359;MARISHA;But yeah, Your soul is now forfeit.
360;TRAVIS;It's a good line.
361;LAURA;It's a really good line.
362;SAM;Thought he was just trash-talking.
363;SAM;You think there's more to it?
364;MARISHA;I thought it was maybe a line and then it seemed really aggressive and strong and specific, so it made me think a lot.
365;MARISHA;I don't know.
366;LAURA;Did you ask him about it at all?
367;MARISHA;We haven't seen him since that happened.
368;TRAVIS;What do you think?
369;LAURA;What, do you think his Pepperbox is-- what?
370;MARISHA;I think he's not telling us everything, that's for sure.
371;SAM;Well, we all have some secrets.
372;MARISHA;Yeah.
373;MARISHA;But screaming, Your soul is now forfeit?
374;MARISHA;That's not a secret.
375;MARISHA;That's saying you peed the bed when you were a kid.
376;LIAM;I worry, too, but he did lose his entire family.
377;LAURA;He did pee the bed when he was a kid.
378;MARISHA;Oh, really?
379;LIAM;I am assuming.
380;LIAM;But he lost his entire family to those people.
381;MARISHA;Sure.
382;MARISHA;But he wasn't screaming this at the Briarwoods.
383;MARISHA;He was screaming this at a random mercenary.
384;LAURA;Well?
385;MARISHA;What does that mean?
386;TRAVIS;Maybe his soul is forfeit.
387;MARISHA;To what?
388;TRAVIS;Death?
389;LAURA;Maybe we keep an eye on Percy.
390;SAM;That's a fair point, though.
391;SAM;We'll keep an eye on him.
392;SAM;He seems to be in a fragile state right now.
393;LAURA;Percy's not the one who killed a poor old woman, though.
394;SAM;Did we kill her?
395;SAM;I thought we just made her sleep and then walked away.
396;TRAVIS;Nope.
397;TRAVIS;No.
398;TRAVIS;Total massacre.
399;LAURA;Tiberius destroyed her.
400;SAM;Tiberius, you killed an old woman?
401;ORION;I'm not there.
402;MARISHA;Yeah, that's actually another thing I wanted to talk about.
403;MARISHA;That was also really intense.
404;MARISHA;You know, I get it.
405;MARISHA;It was a hard day.
406;MARISHA;It was a hard day, and we tend to get a little aggressive sometimes after hard days.
407;MARISHA;We've all been there.
408;MARISHA;But he didn't just murder an old woman.
409;MARISHA;He chainsawed her.
410;MARISHA;A sleeping, unconscious woman.
411;TRAVIS;It was pretty great!
412;SAM;Are you saying that we should take it down a notch?
413;SAM;Or maybe not brutally destroy the bad guys?
414;MARISHA;You also were the only other one who seemed to be confused as to what was going on.
415;LAURA;I shot her.
416;LAURA;I shot her in the back.
417;LAURA;Let's be honest.
418;LAURA;I didn't chainsaw her, but I did shoot her in the back as she was running away.
419;SAM;I made her go to sleep.
420;SAM;That was peaceful.
421;MARISHA;That's what I'm saying.
422;MARISHA;That was good.
423;MARISHA;That was nice.
424;LAURA;I was aiming for her shoulder, if it makes any difference.
425;TRAVIS;She did have that sweet little run, which was so cute.
426;SAM;Are you taking moral exception to some of our behavior?
427;MARISHA;That might exactly be what I'm saying.
428;MARISHA;Man, you see this is why I like you, Scanlan.
429;MARISHA;You're so much better at the words than me.
430;MARISHA;I don't think I even knew that's what I felt until you said it just now.
431;SAM;Well, this is something perhaps you should pray on and think on.
432;SAM;If there's something you'd like us to change about our behavior, we can consider that.
433;SAM;We're all friends.
434;SAM;We're allies here.
435;SAM;We should pay respect to you.
436;MARISHA;I just don't want us to--
437;LIAM;It's a fair point.
438;LIAM;We don't want to be corrupted by the very evil that we mean to stamp out in this world.
439;LIAM;She was trying to kill us.
440;LIAM;But your point is taken.
441;MARISHA;She was a really old woman.
442;LIAM;But she wasn't the secretary.
443;LIAM;She was trying to kill.
444;MARISHA;Sure.
445;MARISHA;But she was unconscious.
446;TRAVIS;She actually didn't do anything, either.
447;MARISHA;Yeah, she didn't really do anything at all.
448;TRAVIS;She could have been taking notes.
449;LAURA;She had a wand!
450;MARISHA;I'm not saying she wasn't a threat and I'm not saying we shouldn't handle threats.
451;MARISHA;I'm saying maybe we shouldn't dissect a woman with a spinning Krull blade who's sleeping on the ground.
452;MARISHA;Defenseless, running away.
453;MARISHA;She was fleeing.
454;SAM;All right.
455;SAM;You know, this is constructive criticism, and we'll take it as such.
456;SAM;And I, for one, will maybe not desecrate and denigrate bodies.
457;LAURA;Just beds!
458;LAURA;And temples.
459;LAURA;(laughs)
460;LIAM;I don't know!
461;LIAM;I mean, I see what Keyleth's saying, but I don't really want to cramp your style, Scanlan.
462;SAM;Oh, I'll shit on things.
463;SAM;Maybe not people.
464;LIAM;We're like the A-Team, and that's your specialty.
465;LIAM;I don't really want to-- See, you should just shit when you feel the urge.
466;LAURA;What time is it?
467;LAURA;Do we need to be getting to Uriel?
468;TRAVIS;Oh yeah, what time is it?
469;MATT;At this point, it's probably pushing on 11 am, close to noon.
470;LAURA;We should probably be getting to the palace.
471;MATT;Tiberius, what did you say you were doing down there?
472;MATT;What did you say you were doing down in your laboratory?
473;ORION;Well, I was doing my research on that stuff last night and this morning.
474;MATT;Your which one?
475;ORION;It's just my ability because of my class.
476;ORION;I do the backstory.
477;MATT;Your backstory is?
478;ORION;I am a noble sage.
479;MATT;Well, there's a noble and there's a sage.
480;ORION;Yeah, I know, and I spliced them because it made sense.
481;ORION;No.
482;ORION;The noble part is the RP.
483;ORION;The sage is the perk.
484;MATT;Okay.
485;MATT;Gotcha.
486;MATT;That's good to know.
487;MATT;All right.
488;ORION;And I was writing down the sigil to the keep.
489;ORION;That's completed.
490;MATT;Okay.
491;MATT;So the sigil is there for you.
492;MATT;All right.
493;MATT;And so as the sage-- All right.
494;MATT;Okay.
495;MATT;So yeah.
496;MATT;Not difficult to research.
497;MATT;There are a number of books.
498;MATT;They're older books and things that were installed as part of the construction of this laboratory for you, and information that you have gathered since.
499;MATT;There are various bestiaries and gatherings of information about the dangerous denizens in the countryside around you, and it is a very dangerous place outside of the few points of civilized society that has built up its own defenses.
500;MATT;Throughout the evening and the morning, you've managed to find eventually a piece that talks about various undead entities and the process of undeath, and necromantic magics that have been perverted throughout the generations to defy the natural cycle of life.
501;MATT;You do come across an entry about vampirism.
502;MATT;It is extremely rare and was largely thought abolished close to 200 years ago.
503;MATT;There are very rare whispers of any sort of cases out there, and usually as soon as something comes to any sort of public knowledge, large mobs gather and whoever was infected with this horrible state was hunted down and killed.
504;MATT;What you do learn from this is religious symbology, while classically thought to have an effect on people afflicted with vampirism, actually has no effect.
505;MATT;It's more of a superstition, but does not actually have any negative impact on the individual.
506;MATT;However, certain things that do render a vampire easier to destroy: the presence of sunlight.
507;MATT;Anything that counts as sunlight can damage them progressively the longer they're in it, prevent them from restoring their health, and ultimately destroy them and turn them to ash, should they be brought to the brink of death in the presence of sunlight.
508;MATT;Also, very quickly and consistently rushing water.
509;MATT;Being held into a rushing stream or under a waterfall would have a similar effect to sunlight.
510;MATT;You do also know the stake in the heart is also considered to be a way to destroy them.
511;MATT;It does not actually destroy them, but it does render them paralyzed and has to be done when they're in their resting place, within their coffin and/or the dirt that is considered their resting location.
512;MATT;Usually that is the beginning step: to find and locate where the vampire is resting, stake in the heart, and then carry the body to sunlight or rushing water.
513;MATT;And that's how they're permanently destroyed.
514;MATT;You also find out that if a vampire is thought to be killed under any other circumstances, the body turns to mist and is nigh invulnerable and eventually finds its way back to wherever they've hidden their resting place to recover within a very short period of time, making them extremely dangerous, unless you have the right situation, the right conditions, to bring them to that point.
515;MATT;So that information is now at your disposal.
516;ORION;Wonderful.
517;TRAVIS;Do you want to tell us what you've learned?
518;ORION;I did it right this time!
519;ORION;Knowing that, I take some files and-- I want to check if I can-- Nope.
520;ORION;I can't do anything yet.
521;ORION;That's it.
522;ORION;I'm going to go upstairs.
523;MATT;Okay.
