;Player_Name;Transcription_Text
0;MATT;Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors play Dungeons and Dragons.
1;MATT;I think this is our 24th episode, which is ridiculous.
2;MATT;We've been doing this since March, and it gets more and more ridiculous every week.
3;MATT;Glad you guys can join us.
4;MATT;The new guys, welcome to our chaos.
5;MATT;For all the old folks, glad you could come and join us again.
6;MATT;Quick thing I want to mention: last week we were talking about the changes to Critmas, because we had stresses on scheduling and we had crew here, and when things go long, we were talking about possibly moving to Periscope on a different day, separate medium.
7;MATT;Well, the fanbase has spoken very loudly and very intently about their reaction to that, and so what we're doing, to still make it so people aren't kept here for ridiculous hours weekly, we're still going to have Critmas on the stream, but it's going to be once a month.
8;MATT;It's probably going to be the first Thursday of every month, and we're going to make it an extensive day for that month where we open everything that evening.
9;MATT;We still get to experience and share that with you guys, but also not keep these guys here way too late unpaid every Thursday night.
10;MATT;So I think that's the plan we're going with forward.
11;MATT;Hopefully, that's cool with everyone, because we love it, too, and we want to make sure we still share that with you guys.
12;MATT;All right, couple of other announcements.
13;MATT;First and foremost, I wanted to mention again-- we mentioned it last week, as well-- there's that Hasbro game design contest, design the next party game.
14;MATT;That's still up until end of this month, I believe.
15;MATT;So if you want to check it out, you can go ahead and tweet at me, last week's episode or search for the Hasbro game design contest.
16;MATT;That's still happening.
17;MATT;Also, there's a film series that I'm a part of called Mythica.
18;MATT;It's like a high fantasy film series where I play the main villain, the necromancer Zorloc.
19;MATT;It's fun times.
20;MATT;It's like awesome, fun, fantasy genre film.
21;MATT;And they're currently putting up a Kickstarter to finish the post on the third film, so you should check that out.
22;MATT;Search Mythica on Kickstarter and you should find it there.
23;MATT;Also, WeLoveFine is still running their DND t-shirt contest for their Rage of Demons release for Wizards of the Coast, where you can submit your own t-shirt designs that fit within the Rage of Demons theme.
24;MATT;I am one of the judges on that, so if you submit your art to this, there is a cash prize.
25;MATT;All the rules are up there on the WeLoveFine contest site.
26;MATT;And I'll be able to judge your artwork and hopefully put you through to the end.
27;MATT;So there's that.
28;MATT;Trying to get through these as fast as possible.
29;MATT;Our TeeSpring shirt for Is It Thursday Yet?
30;MATT;is still up.
31;MATT;It has one more week.
32;MATT;So if any of you guys want to get the limited edition Critical Role Is It Thursday Yet?
33;MATT;shirt, that is only available for one more week and then it'll be gone forever, so get it while you can.
34;MATT;Let's see.
35;MATT;I'm doing my best to get through this as fast as possible.
36;MATT;No worries.
37;MATT;Not everything.
38;MATT;Also, Ashley's show Blindspot is premiering this coming Monday.
39;MATT;(cheering) Which is so exciting.
40;MATT;You can check out Ashley on Blindspot where she'll maybe be sneaking Critical Role stuff into the show, hopefully.
41;MATT;We're trying to push her to do that.
42;MATT;So you should go support her.
43;MATT;See it.
44;MATT;It's awesome.
45;MATT;And all of us lament that's the reason she's away from us.
46;MATT;Someone want to handle our other cool--
47;LAURA;But it's not on us yet.
48;LAURA;Oh look, now you can see us.
49;LIAM;Why don't I go, and then you can go.
50;LIAM;Hey, you guys.
51;LIAM;I just want to make sure all of you are aware-- this is going to be so awkward-- I want to make sure you're all aware of a Kickstarter that's out there that is put up by a good friend of mine named Joe Madureira.
52;LIAM;Now if you don't know who Joe is, he is a comic book rock god and a game developer.
53;LIAM;When I was a teenager, he made a comic book called Battle Chasers.
54;LIAM;Look, here's mine.
55;LIAM;From when I was 16, Joe.
56;LIAM;I fell in love with it.
57;LIAM;Nobody does art like Joe Mad does, and I've followed his art for years and years.
58;LIAM;Even when I fell out of comic books, I was checking in with Hellboy and I was checking in with Joe Mad.
59;LIAM;And then, years later, I got cast in a game called Darksiders as one of the Horsemen of the Apocalypse.
60;LIAM;I played War, and I walked into the room and Joe Mad was in the fucking room, and then we became friends.
61;LIAM;So that game was amazing.
62;LIAM;Darksiders is a beautiful game.
63;LIAM;It just reeked of Joe's art style and now he has formed another company called Airship Syndicate and they have a Kickstarter up.
64;LIAM;They are making a game called Battle Chasers.
65;LIAM;Oh shoot!
66;LIAM;I didn't put the thing that comes-- oh, Nightwar!
67;LIAM;Battle Chasers: Nightwar.
68;LIAM;They've already hit their goal, but there are stretch goals.
69;LIAM;They are making an RPG, sort of in the ilk of JRPGs, like Final Fantasy and Chrono Trigger.
70;LIAM;And it's just going to be bathed in the glory of Joe Mad's amazing art style.
71;LIAM;So they've hit their goal, but the bigger the budget, the better the game is going to be.
72;LIAM;I backed it already.
73;LIAM;And you guys should at least go check it out.
74;LIAM;A lot of love for Joe Mad.
75;ORION;Yeah, me too.
76;ORION;I'm on the same end.
77;ORION;I knew Joe Mad through meeting Liam for a while, and later realizing that this guy I knew as an amazing voice director and an amazing producer has inked some of my favorite issues of Excalibur, and I crapped my pants.
78;ORION;I have four of yours, Joe, in my box right now at home.
79;ORION;He's an amazing guy and awesome thing to back.
80;ORION;Check it out, please.
81;LIAM;And one, the main character from Battle Chasers kind of looks like Pike!
82;LAURA;She does!
83;LAURA;I thought that, too.
84;MATT;That's sweet.
85;MATT;Wunderbar!
86;TALIESIN;I got something.
87;TALIESIN;Next weekend, September 26 and 27, I'm going to be at a con!
88;TALIESIN;In Anchorage, Alaska.
89;ORION;That means convention.
90;TALIESIN;That means moose.
91;TALIESIN;I'm so excited.
92;TALIESIN;Senshi Con in Anchorage.
93;TALIESIN;I'll be there.
94;TALIESIN;I know we at least have, like, three fans at the very least in Alaska.
95;TALIESIN;Come on by.
96;TALIESIN;I'd love to see you.
97;TALIESIN;It'll be awesome.
98;MATT;Fantastic.
99;MATT;Speaking of conventions, guys.
100;MARISHA;Oh man, drop it like it's hot.
101;MATT;For those of you upper East Coast folks, we've recently been able to announce that we will be at and running some events at New York Comic Con in October.
102;MATT;All of us, the entire Critical Role team will be at Comic Con.
103;MATT;We're going to have signing, panel and all kinds of fun stuff throughout the weekend.
104;MATT;And we'll be there.
105;MATT;And if you're in the area, or if it's drivable, or even if it's not, you should come anyway, cause we'd like to see you.
106;MATT;If it's trainable, if it's flyable.
107;TRAVIS;If you steal a horse, steal a horse and ride it.
108;LAURA;If you want to ride a bear there, I wouldn't judge you.
109;MARISHA;And what weekend is New York Comic Con?
110;LIAM;Eight, nine, ten, 11.
111;MARISHA;October 8th, 9th, 10th and 11th.
112;MARISHA;So you've got three weeks to prepare.
113;MATT;Yeah, so excited to be there.
114;MATT;Excited to see you there.
115;MATT;And it'll be a lot of fun.
116;MATT;A lot of fun.
117;LIAM;Primarily doing stuff Saturday that we know.
118;LIAM;We're waiting to see what's going on Sunday weekend.
119;LAURA;Saturday is for sure.
120;TALIESIN;With more of us than are even here.
121;TRAVIS;Bring your swag.
122;TRAVIS;Bring your friends.
123;MARISHA;Not even all of us were at San Diego.
124;MARISHA;Well, we were all there, just not all at one point at one time.
125;TRAVIS;Because we were missing Sam.
126;MATT;The first full Critical Role con appearance.
127;MATT;Boom.
128;TRAVIS;The unicorn appears.
129;ORION;I'm going to get a hot dog.
130;MATT;Orion's going to get a hot dog.
131;MATT;Awesome.
132;MATT;Any other announcements?
133;MATT;Or did you have something, you said?
134;LAURA;No, I was just so excited about New York Comic Con, I wanted to be a part of that announcement.
135;ORION;I would like to announce that I feel pretty good.
136;TALIESIN;I'm terrified, personally, but--
137;ORION;I know, but maybe that's why I feel so good.
138;TALIESIN;You were right.
139;TALIESIN;It is awful.
140;ORION;I'll get shunned for it happening, then I'm like, oh, cool.
141;ORION;I don't have to worry about me right now.
142;MARISHA;So much pressure.
143;LAURA;Should we say that we have Kit here?
144;TALIESIN;No, we shouldn't tell them that we have Kit here.
145;TALIESIN;Let's hold that back.
146;MATT;Kit Buss is not here.
147;MARISHA;We also have both of our artists here.
148;LAURA;Kit and Wendy.
149;MATT;Kit and Wendy.
150;MARISHA;Kit and Wendy.
151;MARISHA;Come here!
152;MARISHA;But come here!
153;RYAN;There's a 30-second lag.
154;MATT;We'll eventually have them say hello to everyone, but Kit Buss, our official CritRole artist who did all the original character designs, continues to produce amazing art for this show, is here visiting Los Angeles for the next week.
155;MATT;So she's here on the set and we'll drag her out in front of the camera and embarrass her shortly.
156;TALIESIN;I've been curious precisely how long the lag is, because--
157;LAURA;It's about 30 seconds.
158;MARISHA;We learned when we killed the carpet.
159;LAURA;Yeah.
160;LAURA;(muffled yelling)
161;MARISHA;Just time that.
162;MARISHA;Time that.
163;MATT;I guess also an announcement for all you League players out there: awesome character just got announced called Kindred.
164;MATT;Kind of a two-part thing.
165;MATT;That wolf that's the part of Kindred sounds pretty cool so you should play it.
166;TRAVIS;I heard that.
167;TRAVIS;It's subtle.
168;MATT;Real subtle.
169;MATT;It's a good one.
170;MATT;I think that's it, isn't it?
171;MATT;I think we're good on announcements, and we can start.
172;TALIESIN;I feel like we have, do we have an address?
173;TALIESIN;Address?
174;MATT;Oh, the PO Box?
175;TALIESIN;Do we have that?
176;TRAVIS;It's up.
177;TRAVIS;Yeah, he's got it.
178;TALIESIN;It's up and in the chat?
179;RYAN;The mods are posting it in the chat.
180;MATT;The mods got that covered.
