;Player_Name;Transcription_Text
0;MATT;Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors roll dice, play Dungeons and Dragons, and Liam once again throws curses at me right before we start the stream.
1;MATT;It's good, it's good.
2;LIAM;I love you.
3;MATT;I love you too.
4;MATT;Sam's on his way, he'll be here shortly.
5;LIAM;Lies.
6;MATT;Hopefully.
7;MATT;Possibly lies.
8;MATT;He's a good liar, as we know.
9;MATT;But we've got a couple announcements we want to get done before the show.
10;MATT;First and foremost, as a reminder, we're all flying out to Portland tomorrow for Wizard World.
11;MATT;(cheering)
12;MARISHA;Getting on a plane!
13;TALIESIN;I gotta pack a bag!
14;MARISHA;Never unpacked it.
15;MATT;Looking forward to seeing you guys there tomorrow.
16;MATT;We have a panel tomorrow and on Sunday-- Saturday.
17;MATT;My week, it's been a long week.
18;MATT;Saturday panel at 2PM, which will be--
19;LAURA;On the main gaming stage.
20;MATT;Yup.
21;MATT;Main gaming stage.
22;MATT;Also available online at twitch.tv/wizardworld during our panel.
23;MATT;It will be hosted there for you guys to watch, who can't be there in person.
24;LAURA;And in case you forget, you can always follow Critical Role on Twitter, @criticalrole, and the panels will be posted there, I mean, the schedule, so you guys can find us.
25;LAURA;Or follow any of us for our individual signing.
26;LIAM;We have a team of hundreds that man the Twitter handle with information.
27;LAURA;Hundreds of twos, of threes.
28;TALIESIN;Like Bond villains.
29;LIAM;It's Marisha and I.
30;LIAM;(laughter)
31;MARISHA;Mainly Liam.
32;MARISHA;Mainly Liam.
33;MATT;Good use of henchmen, it works out well.
34;MATT;So look forward to that.
35;MATT;Also, we have going up, it should be on the store tonight--
36;LIAM;Sam's here!
37;MATT;Sam's here.
38;MATT;On the store tonight, Sam's here!
39;MATT;He almost fell over.
40;MATT;He made his dex save.
41;MATT;Everything's through the filter nowadays.
42;MATT;It's really bad.
43;MATT;I have a serious problem.
44;MATT;We have going up on the store tonight at Geek & Sundry, we have prints-- our Critical Role poster prints with characters.
45;MATT;We also have--
46;LAURA;A very limited run.
47;LAURA;It's very, very limited, signed by the cast, so those are-- I don't even know how many, but once they're gone, they're gone, so yeah, those will be available for a short amount of time.
48;LAURA;Buy it right now!
49;MARISHA;Right now, on geekandsundry.com.
50;LAURA;Sam, you look different tonight.
51;SAM;I do?
52;LIAM;You look handsomer.
53;SAM;That is impossible.
54;MARISHA;I do like your shirt.
55;TALIESIN;It is a very nice shirt.
56;SAM;Hi guys, welcome to Critical Role, where we nerdy-ass voice actors like to roll dice and play Dungeons & Dragons.
57;SAM;Oh, and Liam just threw some curses at me right before we started.
58;SAM;(laughter)
59;MATT;We already-- we already covered all this.
60;SAM;Oh, sorry.
61;MATT;It's okay, it's good.
62;MATT;Redundancy is good in this industry.
63;MATT;So, in that regard, also, we may be, I think we're supposed to have more How do you want to do this?
64;MATT;shirts up.
65;MATT;Supposed to be up soon?
66;LAURA;Potentially soon.
67;LAURA;We're working on it.
68;LAURA;There's some really cool stuff coming.
69;LAURA;Really cool stuff.
